"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Condition","BldgType","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","MasVnrType","MasVnrArea","ExterQual","ExterCond","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","MoSold","YrSold","SalePrice"
1264,70,"RL",60,13515,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,6,1919,1950,"Gambrel","CompShg","None",0,"TA","TA",764,"GasA","Ex","Y","FuseA",1060,764,0,1824,0,0,1,0,3,1,"TA",8,1,2,520,"TA","TA","N",0,0,126,0,0,0,NA,7,2007,180500
1265,120,"RH",34,4060,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",6,5,1998,1999,"Gable","CompShg","None",0,"Gd","TA",1405,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"Gd",5,0,2,511,"TA","TA","Y",144,68,0,0,0,0,NA,8,2008,181000
1266,160,"FV",35,3735,"Pave",NA,"Reg","Lvl","AllPub","FR3","Gtl","Norm","TwnhsE",7,5,1999,1999,"Hip","CompShg","BrkFace",218,"Gd","TA",691,"GasA","Ex","Y","SBrkr",713,739,0,1452,1,0,2,1,3,1,"Gd",6,0,2,506,"TA","TA","Y",0,34,0,0,0,0,NA,3,2006,183900
1267,190,"RM",60,10120,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","Feedr","2fmCon",7,4,1910,1950,"Hip","CompShg","None",0,"Fa","TA",925,"GasA","TA","N","FuseF",964,925,0,1889,0,0,1,1,4,2,"TA",9,1,1,308,"TA","TA","N",0,0,264,0,0,0,NA,1,2007,NA
1268,20,"RL",89,13214,"Pave",NA,"IR1","HLS","AllPub","Inside","Gtl","Norm","1Fam",9,5,2008,2009,"Hip","CompShg","None",0,"Ex","TA",2002,"GasA","Ex","Y","SBrkr",2018,0,0,2018,0,0,2,0,3,1,"Ex",10,1,3,746,"TA","TA","Y",144,76,0,0,0,0,NA,5,2010,378500
1269,50,"RL",NA,14100,"Pave",NA,"IR1","Lvl","AllPub","Inside","Mod","Norm","1Fam",8,9,1935,1997,"Gable","CompShg","BrkFace",632,"TA","Gd",728,"GasA","Ex","Y","SBrkr",1968,1479,0,3447,0,0,3,1,4,1,"Gd",11,2,3,1014,"TA","TA","Y",314,12,0,0,0,0,NA,5,2008,NA
1270,50,"RL",78,11344,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Feedr","1Fam",5,5,1958,1958,"Gable","CompShg","BrkFace",180,"TA","TA",874,"GasW","TA","Y","FuseA",874,650,0,1524,0,0,1,1,3,1,"TA",7,0,1,315,"TA","TA","Y",0,0,0,0,0,0,NA,7,2007,144000
1271,40,"RL",NA,23595,"Pave",NA,"Reg","Low","AllPub","Inside","Sev","Norm","1Fam",7,6,1979,1979,"Shed","WdShake","None",0,"Gd","TA",1332,"GasA","TA","Y","SBrkr",1332,192,0,1524,2,0,0,1,0,1,"Gd",4,1,2,586,"TA","TA","Y",268,0,0,0,0,0,NA,4,2010,260000
1272,20,"RL",NA,9156,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","PosN","1Fam",6,7,1968,1968,"Hip","CompShg","None",0,"TA","TA",1489,"GasA","Gd","Y","SBrkr",1489,0,0,1489,0,0,2,0,3,1,"Gd",7,1,2,462,"TA","TA","Y",0,0,0,0,0,0,NA,8,2009,185750
1273,20,"RL",NA,13526,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",5,6,1965,1965,"Hip","CompShg","BrkFace",114,"TA","TA",935,"GasA","TA","Y","SBrkr",935,0,0,935,1,0,1,0,3,1,"TA",5,0,1,288,"TA","TA","Y",180,0,0,0,0,0,NA,11,2006,137000
1274,80,"RL",124,11512,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",6,7,1959,2006,"Gable","CompShg","BrkFace",84,"TA","TA",1019,"GasA","Gd","Y","SBrkr",1357,0,0,1357,1,0,1,0,2,1,"Ex",5,1,1,312,"TA","TA","Y",0,0,0,0,163,0,NA,5,2008,177000
1275,50,"RL",53,5362,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,6,1910,2003,"Gable","CompShg","None",0,"TA","TA",661,"GasA","Ex","Y","SBrkr",661,589,0,1250,0,0,2,0,3,1,"TA",8,1,2,552,"TA","TA","Y",242,0,81,0,0,0,NA,11,2007,NA
1276,90,"RL",95,11345,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Feedr","Duplex",5,5,1948,1950,"Gable","Roll","Stone",567,"TA","TA",928,"GasA","Gd","Y","FuseA",928,992,0,1920,0,0,2,0,4,2,"TA",10,0,2,400,"TA","Fa","Y",0,0,0,0,0,0,NA,7,2007,137000
1277,60,"RL",NA,12936,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",6,6,1972,1972,"Gable","CompShg","None",0,"TA","TA",723,"GasA","TA","Y","SBrkr",735,660,0,1395,0,1,1,1,3,1,"TA",6,1,2,497,"TA","TA","Y",294,116,0,0,0,0,NA,12,2009,162000
1278,80,"RL",NA,17871,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",6,5,1967,1976,"Gable","CompShg","BrkFace",359,"TA","TA",1680,"GasA","Fa","Y","SBrkr",1724,0,0,1724,1,0,1,1,3,1,"TA",7,1,2,480,"TA","TA","Y",0,0,0,0,0,0,NA,6,2009,197900
1279,60,"RL",75,9473,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2002,2002,"Gable","CompShg",NA,NA,"Gd","TA",1128,"GasA","Ex","Y","SBrkr",1128,903,0,2031,1,0,2,1,3,1,"Gd",7,1,2,577,"TA","TA","Y",0,211,0,0,0,0,NA,3,2008,237000
1280,50,"C (all)",60,7500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",4,4,1920,1950,"Gable","CompShg","None",0,"TA","Gd",698,"GasA","TA","Y","FuseA",698,430,0,1128,0,0,1,0,2,1,"TA",6,0,2,528,"TA","TA","Y",30,0,164,0,0,0,NA,4,2010,68400
1281,20,"RL",67,9808,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2002,2002,"Gable","CompShg","BrkFace",110,"Gd","TA",1573,"GasA","Ex","Y","SBrkr",1573,0,0,1573,1,0,2,0,3,1,"Gd",6,0,2,544,"TA","TA","Y",0,72,0,0,0,0,NA,3,2009,NA
1282,20,"RL",50,8049,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",7,5,1990,1990,"Hip","CompShg","BrkFace",54,"TA","TA",1309,"GasA","TA","Y","SBrkr",1339,0,0,1339,1,0,2,0,2,1,"TA",6,1,2,484,"Gd","Gd","Y",0,58,0,0,90,0,NA,7,2006,180000
1283,20,"RL",61,8800,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,7,1977,2008,"Gable","CompShg","None",0,"TA","TA",1040,"GasA","TA","Y","SBrkr",1040,0,0,1040,0,0,2,0,3,1,"Gd",5,0,2,484,"TA","TA","Y",0,0,0,0,288,0,NA,9,2009,150500
1284,90,"RL",94,9400,"Pave",NA,"Reg","Low","AllPub","Corner","Gtl","Norm","Duplex",6,5,1971,1971,"Mansard","CompShg","None",0,"TA","TA",912,"GasA","TA","Y","SBrkr",912,912,0,1824,0,0,2,2,4,2,"TA",8,0,0,0,NA,NA,"Y",128,0,0,0,0,0,NA,4,2010,139000
1285,50,"RL",50,9638,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Feedr","1Fam",6,7,1919,1990,"Gable","CompShg","None",0,"TA","TA",804,"GasA","Ex","Y","SBrkr",1699,748,0,2447,0,0,2,0,4,1,"Gd",10,1,1,336,"TA","TA","Y",272,0,42,0,116,0,NA,3,2010,NA
1286,50,"RM",50,6000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,6,1939,1950,"Gable","CompShg","None",0,"TA","Fa",780,"GasA","Ex","Y","FuseF",825,587,0,1412,0,0,1,0,4,1,"TA",6,1,1,280,"TA","TA","Y",45,0,0,0,0,0,NA,5,2009,132500
1287,20,"RL",NA,9790,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Feedr","1Fam",6,5,1963,1963,"Hip","CompShg","BrkFace",451,"TA","TA",1328,"GasA","TA","Y","SBrkr",1328,0,0,1328,1,0,1,1,3,1,"TA",6,2,2,528,"TA","TA","Y",0,26,0,0,0,0,NA,6,2010,NA
1288,20,"RL",NA,36500,"Pave",NA,"IR1","Low","AllPub","Inside","Mod","Norm","1Fam",5,5,1964,1964,"Gable","CompShg","BrkCmn",621,"TA","Gd",1624,"GasA","Fa","Y","SBrkr",1582,0,0,1582,0,1,2,0,4,1,"TA",7,0,2,390,"TA","TA","N",168,198,0,0,0,0,NA,6,2006,190000
1289,120,"RL",40,5664,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",8,5,2000,2000,"Gable","CompShg","None",0,"Gd","TA",1501,"GasA","Ex","Y","SBrkr",1659,0,0,1659,1,0,2,0,2,1,"Ex",5,1,2,499,"TA","TA","Y",212,59,0,0,0,0,NA,10,2009,NA
1290,60,"RL",86,11065,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2006,2006,"Gable","CompShg","Stone",788,"Gd","TA",1085,"GasA","Ex","Y","SBrkr",1120,850,0,1970,0,0,2,1,3,1,"Ex",8,1,3,753,"TA","TA","Y",177,74,0,0,0,0,NA,10,2006,281000
1291,80,"RL",NA,14112,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,7,1964,1964,"Hip","CompShg","BrkFace",86,"TA","TA",1152,"GasA","TA","Y","SBrkr",1152,0,0,1152,1,0,1,0,3,1,"TA",6,1,2,484,"TA","TA","Y",227,0,0,0,0,0,NA,4,2010,NA
1292,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","Twnhs",5,7,1972,1972,"Gable","CompShg","BrkFace",268,"TA","TA",630,"GasA","TA","Y","SBrkr",630,672,0,1302,0,0,2,1,3,1,"TA",6,0,1,264,"TA","TA","Y",185,0,0,0,0,0,NA,2,2009,119500
1293,70,"RM",60,6600,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,4,1892,1965,"Gable","CompShg","None",0,"TA","TA",994,"GasA","TA","N","SBrkr",1378,994,0,2372,0,0,2,0,4,2,"TA",11,0,1,432,"TA","TA","Y",0,287,0,0,0,0,NA,12,2009,107500
1294,60,"RL",78,10140,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,1976,1976,"Gable","CompShg","None",0,"TA","TA",832,"GasA","TA","Y","SBrkr",832,832,0,1664,0,0,2,1,4,1,"TA",8,1,2,528,"TA","TA","Y",0,28,0,0,259,0,NA,3,2006,162900
1295,20,"RL",60,8172,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,7,1955,1990,"Hip","CompShg","None",0,"TA","TA",864,"GasA","TA","Y","SBrkr",864,0,0,864,1,0,1,0,2,1,"TA",5,0,2,572,"TA","TA","N",0,0,0,0,0,0,NA,4,2006,115000
1296,20,"RL",70,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Feedr","1Fam",5,5,1968,1968,"Hip","CompShg","BrkFace",168,"TA","TA",1052,"GasA","Gd","Y","SBrkr",1052,0,0,1052,1,0,1,1,3,1,"TA",5,0,1,288,"TA","TA","Y",356,0,0,0,0,0,NA,11,2006,NA
1297,20,"RL",80,8700,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1963,1963,"Hip","CompShg","BrkFace",148,"TA","Gd",1120,"GasA","Gd","Y","SBrkr",1128,0,0,1128,1,0,2,0,3,1,"TA",6,0,2,525,"TA","TA","Y",192,20,123,0,0,0,NA,12,2008,155000
1298,180,"RM",35,3675,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",6,5,2005,2006,"Gable","CompShg","BrkFace",82,"TA","TA",547,"GasA","Gd","Y","SBrkr",1072,0,0,1072,1,0,2,0,2,1,"TA",5,0,2,525,"TA","TA","Y",0,44,0,0,0,0,NA,6,2006,140000
1299,60,"RL",313,63887,"Pave",NA,"IR3","Bnk","AllPub","Corner","Gtl","Feedr","1Fam",10,5,2008,2008,"Hip","ClyTile","Stone",796,"Ex","TA",6110,"GasA","Ex","Y","SBrkr",4692,950,0,5642,2,0,2,1,3,1,"Ex",12,3,2,1418,"TA","TA","Y",214,292,0,0,0,480,"Gd",1,2008,NA
1300,20,"RL",75,7500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,7,1959,1994,"Hip","CompShg","None",0,"TA","TA",1246,"GasA","Ex","Y","SBrkr",1246,0,0,1246,1,0,1,1,3,1,"Gd",6,0,1,305,"TA","TA","Y",218,0,0,0,0,0,NA,5,2010,154000
1301,60,"RL",NA,10762,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",7,5,1999,1999,"Gable","CompShg","None",344,"Gd","TA",978,"GasA","Ex","Y","SBrkr",1005,978,0,1983,0,0,2,1,3,1,"Gd",9,1,2,490,"TA","TA","Y",0,0,0,0,0,0,NA,5,2009,225000
1302,70,"RL",NA,7500,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","Norm","1Fam",6,7,1942,1950,"Gable","CompShg","None",0,"TA","TA",771,"GasA","Fa","Y","SBrkr",753,741,0,1494,0,0,1,0,3,1,"Gd",7,2,1,213,"TA","TA","P",0,0,0,0,224,0,NA,11,2009,177500
1303,60,"RL",92,10120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,1994,1994,"Hip","CompShg","BrkFace",391,"Gd","TA",1165,"GasA","Ex","Y","SBrkr",1203,1323,0,2526,1,0,2,1,4,1,"Gd",8,1,3,844,"TA","TA","Y",309,78,0,0,0,0,NA,12,2006,290000
1304,20,"RL",73,8688,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2005,2005,"Gable","CompShg","BrkFace",228,"Gd","TA",1616,"GasA","Ex","Y","SBrkr",1616,0,0,1616,0,0,2,0,3,1,"Gd",7,0,3,834,"TA","TA","Y",208,59,0,0,0,0,NA,4,2006,232000
1305,160,"RM",32,3363,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",7,5,2004,2004,"Gable","CompShg","Stone",117,"Gd","TA",976,"GasA","Ex","Y","SBrkr",976,732,0,1708,0,0,2,0,3,1,"Gd",7,0,2,380,"TA","TA","Y",0,40,0,0,0,0,NA,4,2006,NA
1306,20,"RL",108,13173,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",9,5,2006,2007,"Hip","CompShg","Stone",300,"Gd","TA",1652,"GasA","Ex","Y","SBrkr",1652,0,0,1652,1,0,2,0,2,1,"Ex",6,2,2,840,"TA","TA","Y",404,102,0,0,0,0,NA,11,2009,NA
1307,120,"RL",48,6955,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",7,5,2005,2006,"Gable","CompShg","Stone",94,"Gd","TA",1368,"GasA","Ex","Y","SBrkr",1368,0,0,1368,0,0,2,0,2,1,"Gd",6,1,2,474,"TA","TA","Y",132,35,0,0,0,0,NA,9,2006,NA
1308,20,"RL",60,8072,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,5,1994,1995,"Gable","CompShg","None",0,"TA","Gd",990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,0,2,480,"TA","TA","Y",0,64,0,0,0,0,NA,5,2009,138000
1309,20,"RM",100,12000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,7,1948,2005,"Gable","CompShg","None",0,"TA","TA",924,"GasA","Ex","Y","SBrkr",1122,0,0,1122,1,0,1,0,2,1,"Gd",6,0,2,528,"TA","TA","Y",0,36,0,0,0,0,NA,5,2008,147000
1310,20,"RL",NA,7153,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1991,1991,"Gable","CompShg","BrkFace",88,"TA","TA",1278,"GasA","Gd","Y","SBrkr",1294,0,0,1294,1,0,2,0,3,1,"Gd",6,0,2,496,"TA","TA","Y",112,51,0,0,0,0,NA,6,2008,179200
1311,20,"RL",100,17500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","PosA","1Fam",7,8,1959,2002,"Gable","CompShg","None",0,"Gd","Gd",1902,"GasA","TA","Y","SBrkr",1902,0,0,1902,1,0,2,0,3,1,"Ex",7,2,2,567,"TA","TA","Y",0,207,162,0,0,0,NA,5,2010,335000
1312,20,"RL",68,8814,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2005,2007,"Gable","CompShg","BrkFace",80,"Gd","TA",1274,"GasA","Ex","Y","SBrkr",1274,0,0,1274,1,0,2,0,3,1,"Gd",6,0,2,508,"TA","TA","Y",264,98,0,0,0,0,NA,1,2007,203000
1313,60,"RL",NA,9572,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,1990,1990,"Gable","CompShg","BrkFace",336,"Gd","TA",1453,"GasA","Ex","Y","SBrkr",1453,1357,0,2810,0,0,2,1,4,1,"Gd",9,1,2,750,"Gd","Gd","Y",500,0,0,0,0,0,NA,6,2007,302000
1314,60,"RL",108,14774,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",9,5,1999,1999,"Gable","CompShg","BrkFace",165,"Gd","TA",1393,"GasA","Ex","Y","SBrkr",1422,1177,0,2599,0,0,2,1,4,1,"Gd",10,1,3,779,"TA","TA","Y",668,30,0,0,0,0,NA,5,2010,333168
1315,20,"RL",60,8190,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",4,6,1954,1954,"Hip","CompShg","None",0,"TA","TA",948,"GasA","Ex","Y","SBrkr",948,0,0,948,1,0,1,0,3,1,"TA",5,1,1,280,"TA","TA","Y",0,36,0,0,0,0,NA,10,2007,119000
1316,60,"RL",85,11075,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1969,1969,"Gable","CompShg","None",0,"TA","TA",952,"GasA","TA","Y","SBrkr",1092,1020,0,2112,0,0,2,1,4,1,"TA",9,2,2,576,"TA","TA","Y",280,0,0,0,0,0,NA,6,2008,206900
1317,20,"RL",61,10226,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2008,2008,"Gable","CompShg","Stone",270,"Gd","TA",1622,"GasA","Ex","Y","SBrkr",1630,0,0,1630,1,0,2,0,3,1,"Ex",8,1,3,860,"TA","TA","Y",172,42,0,0,0,0,NA,1,2009,295493
1318,120,"FV",47,4230,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","Norm","TwnhsE",7,5,2006,2007,"Gable","CompShg","None",0,"Gd","TA",1352,"GasA","Ex","Y","SBrkr",1352,0,0,1352,0,0,2,0,2,1,"Gd",5,1,2,466,"TA","TA","Y",0,241,0,0,0,0,NA,4,2007,NA
1319,20,"RL",NA,14781,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",8,5,2001,2002,"Hip","CompShg","BrkFace",178,"Gd","TA",1753,"GasA","Ex","Y","SBrkr",1787,0,0,1787,0,0,2,0,3,1,"Gd",7,1,3,748,"TA","TA","Y",198,150,0,0,0,0,NA,8,2006,275000
1320,20,"RL",75,10215,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","Norm","1Fam",4,5,1954,1954,"Hip","CompShg","BrkFace",132,"TA","TA",864,"GasA","Ex","Y","SBrkr",948,0,0,948,0,0,1,0,3,1,"TA",5,0,1,248,"TA","TA","Y",0,0,0,0,0,0,NA,2,2007,NA
1321,20,"RL",70,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,3,1957,1957,"Hip","CompShg","None",0,"TA","TA",1478,"GasA","Gd","Y","SBrkr",1478,0,0,1478,1,0,1,1,3,1,"TA",6,2,2,442,"TA","TA","Y",114,0,0,0,216,0,NA,6,2009,156500
1322,20,"RL",NA,6627,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Feedr","1Fam",3,6,1949,1950,"Hip","CompShg","None",0,"TA","TA",0,"Floor","TA","N","SBrkr",720,0,0,720,0,0,1,0,2,1,"TA",4,0,1,287,"TA","Fa","Y",0,0,0,0,0,0,NA,7,2008,72500
1323,60,"RL",107,10186,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,1992,1992,"Gable","CompShg","None",0,"Gd","TA",750,"GasA","Ex","Y","SBrkr",1061,862,0,1923,1,0,2,1,3,1,"Gd",8,1,2,564,"TA","TA","Y",240,39,0,0,0,0,NA,6,2010,190000
1324,30,"RL",50,5330,"Pave",NA,"Reg","HLS","AllPub","Inside","Gtl","Norm","1Fam",4,7,1940,1950,"Hip","CompShg","None",0,"Fa","TA",420,"GasA","Gd","Y","SBrkr",708,0,0,708,0,0,1,0,2,1,"Fa",5,0,0,0,NA,NA,"Y",164,0,0,0,0,0,NA,12,2009,82500
1325,20,"RL",75,9986,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2006,2007,"Gable","CompShg","BrkFace",428,"Gd","TA",1795,"GasA","Ex","Y","SBrkr",1795,0,0,1795,0,0,2,0,2,1,"Gd",7,1,3,895,"TA","TA","Y",0,49,0,0,0,0,NA,2,2007,147000
1326,30,"RM",40,3636,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",4,4,1922,1950,"Gable","CompShg","None",0,"TA","TA",796,"GasA","Fa","N","SBrkr",796,0,0,796,0,0,1,0,2,1,"TA",5,0,0,0,NA,NA,"N",0,0,100,0,0,0,NA,1,2008,55000
1327,30,"RH",70,4270,"Pave",NA,"Reg","Bnk","AllPub","Inside","Mod","Norm","1Fam",3,6,1931,2006,"Gable","CompShg","None",0,"TA","TA",544,"GasA","Ex","Y","SBrkr",774,0,0,774,0,0,1,0,3,1,"Gd",6,0,0,0,NA,NA,"Y",0,0,286,0,0,0,NA,5,2007,79000
1328,20,"RL",60,6600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,9,1982,2008,"Gable","CompShg","None",0,"Gd","Gd",816,"GasA","Ex","Y","SBrkr",816,0,0,816,0,1,1,0,3,1,"Gd",5,1,1,264,"TA","TA","Y",0,0,0,0,0,0,NA,10,2008,130500
1329,50,"RM",60,10440,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",6,7,1920,1950,"Gable","CompShg","None",0,"Gd","Gd",1510,"GasW","Ex","Y","SBrkr",1584,1208,0,2792,0,0,2,0,5,1,"TA",8,2,2,520,"Fa","TA","Y",0,547,0,0,480,0,NA,6,2008,256000
1330,60,"RL",63,9084,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,1998,1998,"Hip","CompShg","None",0,"TA","TA",935,"GasA","Gd","Y","SBrkr",955,677,0,1632,0,0,2,1,3,1,"TA",8,1,2,462,"TA","TA","Y",0,28,0,0,0,0,NA,6,2006,176500
1331,20,"RL",85,10000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2006,2006,"Hip","CompShg","Stone",410,"Gd","TA",1588,"GasA","Ex","Y","SBrkr",1588,0,0,1588,0,0,2,0,3,1,"Gd",7,1,3,825,"TA","TA","Y",144,45,0,0,0,0,NA,12,2007,NA
1332,80,"RL",55,10780,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,5,1976,1976,"Gable","CompShg","None",0,"TA","TA",911,"GasA","Gd","Y","SBrkr",954,0,0,954,0,0,1,0,3,1,"TA",6,0,2,576,"TA","TA","Y",0,0,0,0,0,0,NA,7,2006,132500
1333,20,"RL",67,8877,"Pave",NA,"Reg","Lvl","AllPub","Inside","Mod","Norm","1Fam",4,6,1938,1958,"Gable","CompShg","None",0,"TA","TA",816,"GasA","Ex","Y","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",3,1,1,288,"Fa","Fa","Y",0,0,0,0,0,0,NA,5,2009,100000
1334,50,"RM",60,7200,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,6,1938,1995,"Gable","CompShg","None",0,"TA","TA",803,"GasA","Ex","Y","SBrkr",803,557,0,1360,0,0,1,1,2,1,"Gd",6,0,1,297,"TA","TA","Y",0,65,190,0,0,0,NA,7,2006,125500
1335,160,"RM",24,2368,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",5,6,1970,1970,"Gable","CompShg","None",312,"TA","TA",765,"GasA","TA","Y","SBrkr",765,600,0,1365,0,0,1,1,3,1,"TA",7,0,2,440,"TA","TA","Y",0,36,0,0,0,0,NA,5,2009,NA
1336,20,"RL",80,9650,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1977,1977,"Gable","CompShg","BrkFace",360,"TA","TA",1350,"GasA","TA","Y","SBrkr",1334,0,0,1334,0,1,2,0,2,1,"TA",6,1,2,630,"TA","TA","Y",0,16,0,0,0,0,NA,4,2009,167900
1337,90,"RL",87,9246,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Feedr","Duplex",5,5,1973,1973,"Gable","CompShg","BrkFace",564,"TA","TA",1656,"GasA","TA","Y","SBrkr",1656,0,0,1656,0,0,2,0,4,2,"TA",8,0,2,506,"TA","TA","Y",0,211,0,0,0,0,NA,11,2008,NA
1338,30,"RM",153,4118,"Pave","Grvl","IR1","Bnk","AllPub","Corner","Mod","Feedr","1Fam",4,4,1941,1950,"Gable","CompShg","None",0,"TA","TA",693,"Grav","Fa","N","FuseA",693,0,0,693,0,0,1,0,2,1,"Fa",4,0,0,0,NA,NA,"N",0,20,0,0,0,0,NA,3,2006,52500
1339,60,"RL",95,13450,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",7,5,2002,2002,"Gable","CompShg","None",0,"Gd","TA",916,"GasA","Ex","Y","SBrkr",920,941,0,1861,1,0,2,1,3,1,"Gd",8,0,2,492,"TA","TA","Y",146,91,0,0,0,0,NA,6,2006,200000
1340,20,"RL",120,9560,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,7,1972,1972,"Hip","CompShg","None",0,"TA","Gd",864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,0,1,288,"TA","TA","Y",0,0,0,0,0,0,NA,6,2006,128500
